"N1" "N2" "N3" "N4" "N5" "N6" "N7" "N8" "N9" "N10" "N11" "N12" "N13" "N14" "N15" "N16" "N17" "N18" "N19" "N20" "N21" "N22" "N23" "N24" "N25" "N26" "N27" "N28" "N29" "N30"
"1" -0.225565362132523 -0.0794349768036626 -1.03891200681713 -0.0644626149441729 -0.0927655020387007 -0.104380843806112 -1.03891200681713 0.00402023374556849 0.0328287683237648 -0.144826743357776 0.109330046478041 -0.0845106434328525 -0.154279061717189 0.00600997318074412 -0.115350364829943 -0.0247879129093177 -0.134268446126512 0.162793954636222 0.0879030277498875 0.068943751717555 -0.0749616238368865 -0.129286579564726 -0.0327650546819313 0.0438323737651334 -0.0621050194049262 0.118643602734496 0.0947130741502297 -0.0622998831171639 -0.0620958262654114 -0.0646729525577317
"2" 0.136863041345466 -0.000455927360477829 -1.10514827101324 -0.155878188709108 0.0564133072106019 0.0962146186644221 -1.10514827101324 0.0217094555675178 -0.17316336957938 -0.0897444482800031 0.109429417711316 0.0230562960457933 0.062720178332826 -0.106077696124615 -0.0871953139786064 0.0415262826540995 0.00371634146741623 0.0890230290990992 -0.115566284448123 -0.0171708581529398 -0.0538985899713687 0.0579393077892252 -0.192911910486605 0.0289557387629491 0.0963762572477342 -0.0707078022731537 0.139840471574902 -0.024295460493311 -0.0717487806468329 0.0607060604693235
"3" 0.0488102766475257 -0.0800052751818103 -0.840446409717092 -0.146166060322593 0.166136541484562 0.0441937732756348 -0.840446409717092 0.0431568285808818 -0.0199458693089022 0.0286877124153248 -0.0132343135891099 -0.0896658098205286 -0.06054461808843 -0.143165947181754 -0.143662130026695 -0.0629215276690413 0.0735498083197741 -0.144505411861866 0.0380206473351363 0.00504007671051178 0.0867637955057041 -0.0926362778793717 0.10952707650099 0.141949410896901 -0.00776838111666682 -0.121280106515917 0.00916648055333852 -0.0999906133177806 -0.129770300751813 -0.0329927661598235
"4" 0.132161975752561 0.198633517719611 -1.00459906284669 -0.0412460550715489 -0.0584391646002976 -0.0569057908876157 -1.00459906284669 0.105517854734394 0.148933310469006 -0.136897017473972 -0.0758643404247037 -0.00649460687500113 -0.026004472103296 0.00751631141675467 0.0218640951923071 -0.0262588523574879 0.110811827369856 -0.0291843560257138 -0.121050998105703 -0.0258113686785962 -0.0138210383366234 -0.0913950865167612 0.0237193467169406 0.173825153229182 -0.00433626887576082 -0.0335613381485545 -0.097015980605443 -0.0703027135237464 0.074341744098785 0.0221975159545939
"5" 0.187704625442709 -0.10612073663763 -0.966576988629941 -0.0857337076153045 -0.0864793691033066 0.0455243740126539 -0.966576988629941 -0.0599853615434927 -0.100718373946626 -0.0487753747079086 0.144241283576679 0.0028150531829579 0.0668752622226236 -0.173430607673752 -0.0103164990722364 -0.106981918306882 0.104873192093946 -0.119425581318059 -0.0423489224868473 0.057076315123014 0.0805209699700938 0.0426636719621404 -0.0654343155412459 0.0434589690607898 0.138564570321558 -0.0373259786807343 0.155516294843095 0.102295252641367 0.0217343791132394 0.0773452129520473
"6" -0.0700247362681316 -0.0229055377665936 -1.03029232015181 -0.101134286075557 0.203628728477857 -0.028906780415624 -1.03029232015181 0.104784532009949 -0.0860783266699531 -0.0884362575406355 -0.00650292570436185 -0.0263347606563099 0.113569856239568 -0.126429917349063 0.0478916957365414 -0.0195780364012543 -0.0622706558660122 0.0400542027806922 -0.073966001939443 0.0879159130315561 0.0677695139773391 0.0682000804644729 -0.0619887200377455 -0.138205102490803 -0.000615248061713139 0.037924051725124 -0.014078281266988 0.100931898990287 -0.00212154074316563 0.0378111518020405
"7" -0.100831536380259 0.0269859914312965 -0.891218289148024 -0.0925739318642323 -0.0102437993391163 0.0263949608268477 -0.891218289148024 0.0823924933167335 0.120675341737994 0.010244706347278 0.099127854416894 -0.117751489047994 -0.0899907863687659 -0.119111531611938 -0.038532557603472 -0.0247585449834669 -0.113163971729949 -0.0613435655071432 0.0837087365530718 0.00257698847180897 0.0890253887317756 -0.244008027149048 0.0418652408564459 0.123423115464964 0.0811626601823529 0.0999072953717714 0.015781932762633 -0.0895665779570051 0.163601849556718 0.0635491788103085
"8" 0.004983568931827 0.0622077692715891 -0.898719444221582 0.185766185720613 -0.0170469152352274 -0.146187170179132 -0.898719444221582 -0.0280720771757913 -0.0355047225616017 -0.0443806219961254 0.0988975843625967 -0.0671647747095318 -0.122615174246734 -0.180464471735721 0.0121572338078157 0.105992992637694 -0.0405470005695437 -0.0151413826690193 0.0277124326086744 -0.00459045432906073 0.0410908949263347 0.0191245088075582 -0.151773598941193 0.100661581827056 -0.0681341172062891 0.0242456951226081 -0.00796644807768428 0.097921973100824 0.0883488515036596 0.102774309646285
"9" 0.0688915505842161 -0.0126689315887615 -0.96621699304042 -0.00945154643494091 -0.0211631244700561 0.104918478966482 -0.96621699304042 -0.187431661698057 -0.164962715929296 0.0212401740015532 -0.120978026845549 0.0127049135425846 -0.00630889069539149 -0.23395133038674 0.119064619570037 0.156268975867262 0.0506315228495515 0.139052368667357 0.111341622222482 -0.0736347193395904 0.158404558457072 -0.0493525373364377 0.0527783983373227 0.0629487738358682 0.230155263551721 0.0424434274832129 -0.244864747298164 -0.0404008511978142 -0.165949386053611 -0.114509777865841
"10" -0.0538322009840122 0.144218336738491 -1.1238118619532 0.0103782460773335 -0.0655385050819352 0.0482327488694891 -1.1238118619532 -0.030399905544837 -0.00900467600051577 -0.155500900124027 0.167211812192873 -0.00573730191118618 0.062881010709701 0.128881110162034 -0.0561389875903671 -0.108832989512354 -0.0994325342947568 -0.0972548088586555 0.219217586811631 -0.0571262781244534 0.0703458383387603 -0.013201717378635 0.078689969260206 0.0455777406306055 -0.00654475510452195 -0.00373792308633325 0.031313380037858 -0.120882041558299 -0.0585227817447875 0.222361054667815
